ID;ShopID;ProductID
1;1;2507
2;1;6166
3;1;8687
4;1;7024
5;1;1740
6;1;1521
7;1;2113
8;1;5333
9;1;7541
10;1;7184
11;1;7601
12;1;1854
13;2;4073
14;2;8904
15;2;4530
16;2;2194
17;2;5147
18;2;5518
19;2;845
20;2;9088
21;2;2075
22;2;6597
23;2;4698
24;2;1504
25;2;952
26;2;1892
27;2;269
28;2;5280
29;2;6349
30;2;4142
31;2;2857
32;2;5666
33;2;8180
34;2;9456
35;2;162
36;2;7138
37;2;4588
38;2;513
39;2;6998
40;2;8739
41;2;8918
42;2;281
43;2;8925
44;2;7943
45;2;5183
46;2;7841
47;2;9384
48;2;2883
49;2;8401
50;2;652
51;2;3350
52;2;5032
53;2;4805
54;2;934
55;2;8351
56;2;3729
57;2;7441
58;2;6305
59;2;1620
60;2;7958
61;2;3690
62;2;5265
63;2;5796
64;2;2477
65;2;1019
66;2;4595
67;2;3992
68;2;1269
69;2;6020
70;2;2951
71;2;6879
72;2;6029
73;2;8478
74;2;4315
75;2;8548
76;2;9569
77;2;6082
78;2;8532
79;2;5314
80;2;1857
81;2;9609
82;2;8382
83;2;3144
84;2;1289
85;2;953
86;2;2098
87;2;4655
88;2;5464
89;2;9521
90;2;9990
91;2;2953
92;2;2223
93;2;5924
94;2;8561
95;2;4175
96;2;3339
97;2;9369
98;2;9588
99;2;347
100;2;1427
101;2;6551
102;2;7327
103;2;3945
104;2;8161
105;2;6976
106;2;6737
107;2;8633
108;2;1287
109;2;3896
110;2;527
111;2;4950
112;2;4609
113;2;1427
114;2;3950
115;2;7514
116;2;6745
117;2;1157
118;2;5933
119;2;9964
120;2;706
121;2;3553
122;2;4451
123;2;8512
124;2;1663
125;2;4828
126;2;9955
127;2;7154
128;2;3843
129;2;2021
130;2;4039
131;2;3582
132;2;5227
133;2;4834
134;2;7227
135;2;1952
136;2;8670
137;2;2928
138;2;7189
139;2;2848
140;2;7902
141;2;9679
142;2;6907
143;2;757
144;2;6905
145;2;3087
146;2;912
147;2;3457
148;2;1188
149;2;7621
150;2;4467
151;2;6541
152;2;679
153;2;4283
154;2;7708
155;2;3112
156;3;2764
157;3;9670
158;3;7361
159;3;9425
160;3;1823
161;3;2305
162;3;9922
163;3;8945
164;3;3202
165;3;7618
166;3;7233
167;3;5197
168;3;1278
169;3;6587
170;3;1801
171;3;623
172;3;261
173;3;1616
174;3;1067
175;3;654
176;3;8176
177;3;1112
178;3;7506
179;3;34
180;3;915
181;3;1061
182;3;856
183;3;7265
184;3;6798
185;3;7367
186;3;8415
187;3;2001
188;3;1444
189;3;8420
190;3;3719
191;3;3489
192;3;1255
193;3;5000
194;3;6390
195;3;114
196;3;3316
197;3;7365
198;3;1586
199;3;3868
200;3;1462
201;3;8769
202;3;9052
203;3;6590
204;3;9782
205;3;465
206;3;8566
207;3;5471
208;3;1946
209;3;5358
210;3;5257
211;3;5280
212;3;4957
213;3;5324
214;3;526
215;3;453
216;3;6935
217;3;9196
218;3;5477
219;3;6476
220;3;8678
221;3;2548
222;3;9938
223;3;3633
224;3;3013
225;3;6260
226;3;8364
227;3;933
228;3;1859
229;3;1191
230;3;9606
231;3;5634
232;3;5364
233;3;9112
234;3;8789
235;3;9307
236;3;8057
237;3;2365
238;3;4489
239;3;6181
240;3;1284
241;3;7516
242;3;3836
243;3;794
244;3;9245
245;3;4441
246;3;9832
247;3;1403
248;3;2151
249;3;948
250;3;6880
251;3;8013
252;3;7828
253;3;3186
254;3;9516
255;3;4209
256;3;1458
257;3;2243
258;4;8771
259;4;7485
260;4;7705
261;4;8385
262;4;8731
263;4;6161
264;4;1584
265;4;7202
266;4;4648
267;4;6702
268;4;4259
269;4;1410
270;4;176
271;4;9476
272;4;6204
273;4;5171
274;4;5826
275;4;655
276;4;1079
277;4;9755
278;4;9482
279;4;2101
280;4;4452
281;4;8057
282;4;142
283;4;2516
284;4;2424
285;4;5907
286;4;18
287;4;983
288;4;4551
289;4;7826
290;4;3539
291;4;2952
292;4;1357
293;4;8090
294;4;3623
295;4;3314
296;4;9999
297;4;7741
298;4;3908
299;4;9186
300;4;3081
301;4;9504
302;4;3649
303;4;571
304;4;9647
305;4;2353
306;4;5202
307;4;7577
308;4;5255
309;4;3706
310;4;6772
311;4;6891
312;4;7102
313;4;3446
314;4;25
315;4;1704
316;4;7701
317;4;9693
318;4;6814
319;4;4548
320;4;5791
321;4;7916
322;4;3563
323;4;3999
324;4;1941
325;5;1362
326;5;3040
327;5;9714
328;5;1099
329;5;3393
330;5;3730
331;5;4887
332;5;3566
333;5;1526
334;5;4388
335;5;6859
336;5;7376
337;5;7307
338;5;5758
339;5;9124
340;5;5252
341;5;7819
342;5;4224
343;5;497
344;5;7516
345;5;4029
346;5;6085
347;5;147
348;5;7190
349;5;8567
350;5;6440
351;5;2085
352;5;1580
353;5;7089
354;5;4265
355;5;3734
356;5;89
357;5;5267
358;5;9880
359;5;5056
360;5;4389
361;5;7737
362;5;4550
363;5;5584
364;5;4544
365;5;5954
366;5;3031
367;5;9137
368;5;6870
369;5;3547
370;5;8201
371;5;1462
372;5;3009
373;5;1930
374;5;930
375;5;2407
376;5;6083
377;5;4407
378;5;8381
379;5;8963
380;5;507
381;5;8061
382;5;5443
383;5;5996
384;5;8597
385;5;977
386;5;6479
387;5;4602
388;5;2627
389;5;5226
390;5;4458
391;5;1128
392;5;5137
393;5;7313
394;5;7723
395;5;464
396;5;8607
397;5;1369
398;5;6772
399;5;957
400;5;68
401;5;2111
402;5;5254
403;5;657
404;5;5834
405;5;5723
406;5;3608
407;5;9491
408;5;3877
409;5;1923
410;5;3071
411;5;3083
412;5;8538
413;5;2596
414;5;6119
415;5;1942
416;5;4601
417;5;8836
418;5;10000
419;5;8866
420;5;8338
421;5;6353
422;5;4288
423;5;1906
424;5;4592
425;5;8601
426;5;4018
427;5;6567
428;5;7384
429;5;4894
430;5;9365
431;5;3819
432;5;6221
433;5;5487
434;5;8314
435;5;6222
436;5;9867
437;5;2310
438;5;420
439;5;4053
440;5;8630
441;5;1751
442;5;3892
443;5;8618
444;5;1909
445;5;8248
446;5;3792
447;5;7026
448;5;7821
449;5;3681
450;5;5334
451;5;4442
452;5;1993
453;5;3575
454;5;4406
455;5;8737
456;5;6952
457;5;1227
458;5;2049
459;5;6110
460;5;5012
461;5;209
462;5;872
463;5;7383
464;5;9231
465;5;5036
466;5;3344
467;5;6996
468;5;8815
469;5;8578
470;5;1971
471;5;362
472;5;2393
473;5;2479
474;5;3387
475;5;6909
476;5;3853
477;5;2791
478;5;9197
479;5;6547
480;5;4861
481;5;2618
482;5;7102
483;6;4333
484;6;465
485;6;6124
486;6;7966
487;6;5499
488;6;4260
489;6;9340
490;6;2508
491;6;6292
492;6;1714
493;6;9943
494;6;8001
495;6;7152
496;7;8979
497;7;7299
498;7;2414
499;7;8320
500;7;3042
501;7;5081
502;7;9387
503;7;3066
504;7;8559
505;7;1543
506;7;7558
507;7;7038
508;7;3182
509;7;1893
510;7;8335
511;7;3022
512;7;5902
513;7;3298
514;7;5757
515;7;1142
516;7;3565
517;7;2574
518;7;4091
519;7;7750
520;7;1497
521;7;6396
522;7;5424
523;7;3349
524;7;5613
525;7;4037
526;7;7899
527;7;2723
528;7;4312
529;7;7510
530;7;3526
531;7;1741
532;7;4619
533;7;4012
534;7;7324
535;7;5861
536;7;403
537;7;5622
538;7;840
539;7;3541
540;7;3068
541;7;9786
542;7;9496
543;7;6683
544;7;6950
545;7;9326
546;7;6546
547;7;2095
548;7;4814
549;7;6044
550;7;466
551;7;2058
552;7;2360
553;7;429
554;7;4866
555;7;4899
556;7;8614
557;7;5647
558;7;151
559;7;3556
560;7;1907
561;7;6316
562;7;6324
563;7;3467
564;7;5764
565;7;6349
566;7;4880
567;7;5995
568;7;3682
569;7;1817
570;7;6449
571;7;706
572;7;8546
573;7;5983
574;7;6216
575;7;2694
576;7;8335
577;7;8944
578;7;378
579;7;4218
580;7;1778
581;7;3673
582;7;3828
583;7;2111
584;7;3772
585;7;1157
586;7;5257
587;7;9097
588;7;167
589;7;1934
590;7;9799
591;7;1403
592;7;5530
593;7;6694
594;7;5506
595;7;832
596;7;4436
597;7;7708
598;7;1515
599;7;8208
600;7;853
601;7;5565
602;7;6216
603;7;8130
604;7;8677
605;7;40
606;7;1235
607;7;8293
608;7;8014
609;8;1377
610;8;125
611;8;4402
612;8;7946
613;8;3949
614;8;3148
615;8;1000
616;8;354
617;8;6789
618;8;494
619;8;8666
620;8;8555
621;8;5231
622;8;368
623;8;8434
624;8;2640
625;8;4426
626;8;4370
627;8;6481
628;8;4670
629;8;7499
630;8;9754
631;8;8345
632;8;1212
633;8;1564
634;8;9182
635;8;4930
636;8;7225
637;8;8656
638;8;6274
639;8;5102
640;8;4821
641;8;891
642;8;3029
643;8;6062
644;8;5451
645;8;6374
646;8;442
647;8;3804
648;8;5404
649;8;8367
650;8;354
651;8;8522
652;8;6091
653;8;258
654;8;2665
655;8;3812
656;8;7350
657;8;7063
658;8;6080
659;8;5330
660;9;1594
661;9;8889
662;9;5324
663;9;8600
664;9;3758
665;9;7031
666;9;1560
667;9;9432
668;9;427
669;9;2812
670;9;6122
671;9;6006
672;9;8878
673;9;9761
674;9;2458
675;9;3274
676;9;6941
677;9;1569
678;9;8772
679;9;6761
680;9;1136
681;9;1289
682;9;3161
683;9;6960
684;9;1989
685;10;7043
686;10;695
687;10;6601
688;10;7636
689;10;7376
690;10;2113
691;10;7760
692;10;1390
693;10;993
694;10;1659
695;10;9678
696;10;7966
697;10;7673
698;10;1942
699;10;9371
700;10;6572
701;10;1384
702;10;6451
703;10;8599
704;10;5242
705;10;8740
706;10;1275
707;10;3385
708;10;7758
709;10;1219
710;10;9976
711;10;7825
712;10;4699
713;10;7501
714;10;7138
715;10;7577
716;10;8872
717;10;9152
718;10;9670
719;10;8551
720;10;8873
721;10;4493
722;10;1486
723;10;9218
724;10;9799
725;10;9646
726;10;2993
727;10;2509
728;10;6521
729;10;7123
730;10;9342
731;10;6918
732;10;3517
733;10;325
734;10;2737
735;10;1252
736;10;918
737;10;8015
738;10;4058
739;10;5749
740;10;3875
741;10;2467
742;10;5135
743;10;3041
744;10;8700
745;10;2144
746;10;10
747;10;2941
748;10;9730
749;10;8271
750;10;5677
751;10;59
752;11;6319
753;11;4266
754;11;3419
755;11;9444
756;11;4436
757;11;7438
758;11;8530
759;11;7209
760;11;5603
761;11;2606
762;11;3669
763;11;5836
764;11;6275
765;11;9042
766;11;2927
767;11;2536
768;11;3540
769;11;5082
770;11;7756
771;11;3061
772;11;8851
773;11;9397
774;11;8177
775;11;3608
776;11;3341
777;11;1137
778;11;123
779;11;9426
780;11;9221
781;11;6573
782;11;511
783;11;7444
784;11;9776
785;11;6533
786;11;3870
787;11;2491
788;11;5642
789;11;8173
790;11;9591
791;11;3694
792;11;6376
793;11;528
794;11;1075
795;11;161
796;11;8036
797;11;6114
798;11;5872
799;11;6195
800;11;1051
801;11;7123
802;11;9388
803;11;7711
804;11;2621
805;11;4072
806;11;9751
807;11;4253
808;11;6751
809;12;4716
810;12;4163
811;12;6154
812;12;5768
813;12;7323
814;12;5877
815;12;8997
816;12;1438
817;12;6304
818;12;5363
819;12;1799
820;12;5013
821;12;4336
822;12;7776
823;12;5783
824;12;9517
825;12;7520
826;12;7843
827;12;9461
828;12;2464
829;12;8276
830;12;7955
831;12;6371
832;12;1042
833;12;5469
834;12;6479
835;12;7896
836;12;7618
837;12;5483
838;12;4543
839;12;8089
840;12;523
841;12;9533
842;12;4990
843;12;8928
844;12;5229
845;12;2210
846;12;896
847;12;9114
848;12;1505
849;12;951
850;12;4206
851;12;8930
852;12;9292
853;12;7044
854;12;673
855;12;9259
856;12;7592
857;12;1332
858;12;9109
859;12;4563
860;12;692
861;12;8562
862;12;2483
863;12;9114
864;12;9300
865;12;3588
866;12;3284
867;12;8981
868;12;7887
869;12;5638
870;12;8665
871;12;3876
872;13;2254
873;13;936
874;13;7063
875;13;6522
876;13;1362
877;13;9384
878;13;4299
879;13;9173
880;13;7785
881;13;4219
882;13;3732
883;13;7850
884;13;1995
885;13;9224
886;13;3047
887;13;7801
888;13;9525
889;13;3802
890;13;8157
891;13;2545
892;13;2064
893;13;3034
894;13;1009
895;13;3849
896;13;5151
897;13;8155
898;13;7030
899;13;7761
900;13;2556
901;13;7199
902;13;8853
903;14;2710
904;14;3030
905;14;1621
906;14;9645
907;14;242
908;14;6681
909;14;476
910;14;1439
911;14;1078
912;14;6507
913;14;9806
914;14;6965
915;14;2875
916;14;2466
917;14;5414
918;14;1366
919;14;5623
920;14;3539
921;14;64
922;14;1526
923;14;1478
924;14;8014
925;14;7602
926;14;9403
927;14;721
928;14;6661
929;14;3307
930;14;5611
931;14;6661
932;14;5568
933;14;2434
934;14;8597
935;14;7151
936;14;3847
937;14;2401
938;14;556
939;14;2388
940;14;8874
941;14;9316
942;15;3528
943;15;3577
944;15;2130
945;15;1395
946;15;7821
947;15;2875
948;15;4580
949;15;7109
950;15;1567
951;15;7851
952;15;7300
953;15;1944
954;15;8703
955;15;2800
956;15;2516
957;15;7975
958;15;945
959;15;7143
960;15;4447
961;15;7048
962;15;4642
963;15;7449
964;15;8185
965;15;3174
966;15;208
967;15;7486
968;15;802
969;15;8357
970;15;8482
971;15;9563
972;15;5583
973;15;2941
974;15;8531
975;15;997
976;15;2214
977;15;6174
978;15;556
979;15;3719
980;15;1992
981;15;2483
982;15;3040
983;15;136
984;15;5718
985;15;2845
986;15;4964
987;15;9699
988;15;9592
989;15;6285
990;15;2723
991;15;5764
992;15;9473
993;15;2592
994;15;7867
995;15;3396
996;15;426
997;15;7992
998;15;3864
999;15;7897
1000;15;9795
1001;15;7396
1002;15;5631
1003;15;4062
1004;15;3058
1005;15;589
1006;15;3518
1007;15;451
1008;15;8097
1009;15;3637
1010;15;681
1011;15;6276
1012;15;7487
1013;15;5596
1014;15;9796
1015;15;5184
1016;15;8182
1017;15;4326
1018;15;2842
1019;15;1478
1020;15;7026
1021;15;6176
1022;15;3045
1023;15;4522
1024;15;2104
1025;15;8462
1026;15;4302
1027;15;7181
1028;15;1615
1029;15;2003
1030;15;3301
1031;15;3160
1032;15;5117
1033;15;9314
1034;15;6900
1035;15;4504
1036;15;302
1037;15;1671
1038;15;4133
1039;15;7949
1040;15;9218
1041;15;1016
1042;15;8612
1043;15;1691
1044;15;9046
1045;15;2769
1046;15;7814
1047;15;2521
1048;15;5295
1049;15;873
1050;15;4578
1051;15;813
1052;15;816
1053;15;4059
1054;15;5044
1055;15;6595
1056;15;9186
1057;15;3895
1058;15;8323
1059;15;1645
1060;15;4461
1061;15;9577
1062;15;211
1063;15;7985
1064;15;5789
1065;15;9721
1066;15;465
1067;15;4696
1068;15;4689
1069;15;6435
1070;15;8355
1071;15;6997
1072;15;6152
1073;15;1720
1074;15;1400
1075;15;3577
1076;15;9527
1077;15;1827
1078;15;1391
1079;15;7714
1080;15;9773
1081;15;6930
1082;15;3838
1083;15;3773
1084;15;1051
1085;15;7418
1086;15;6230
1087;15;9311
1088;15;9164
1089;15;3803
1090;15;3813
1091;15;3324
1092;15;6248
1093;15;6887
1094;15;5745
1095;15;6322
1096;15;5222
1097;15;7406
1098;15;3899
1099;15;961
1100;15;5743
1101;15;3141
1102;15;6568
1103;15;3809
1104;15;4247
1105;15;3110
1106;15;9278
1107;15;9226
1108;15;9031
1109;15;1017
1110;16;475
1111;16;3108
1112;16;3375
1113;16;5431
1114;16;7755
1115;16;6085
1116;16;1763
1117;16;6690
1118;16;2130
1119;16;1257
1120;16;6727
1121;16;4677
1122;16;268
1123;16;1532
1124;16;8474
1125;16;1057
1126;16;8253
1127;16;2014
1128;16;6545
1129;16;2418
1130;16;9157
1131;16;870
1132;16;5704
1133;16;756
1134;16;1202
1135;16;7477
1136;16;805
1137;16;2860
1138;16;81
1139;16;4859
1140;16;9581
1141;16;2271
1142;16;3313
1143;16;44
1144;16;1464
1145;16;9750
1146;16;8776
1147;16;2866
1148;16;5505
1149;16;5441
1150;16;2147
1151;16;4507
1152;16;5742
1153;16;2692
1154;16;107
1155;16;5766
1156;16;9090
1157;16;857
1158;16;2760
1159;16;8781
1160;16;6520
1161;16;7852
1162;16;6875
1163;16;2062
1164;16;1672
1165;16;6106
1166;16;8124
